,Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
2163,19,Female,France,Undergraduate,Instagram,Entertainment,4.0,154,3.1,2.8,7.9,Medium,6.8
2164,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.9,111,4.6,1.5,8.8,Medium,7.7
2165,22,Male,Mexico,Undergraduate,Facebook,Networking,6.1,201,1.0,1.5,6.3,Very High,4.9
2166,21,Female,India,Undergraduate,Instagram,Entertainment,4.7,174,1.8,1.4,4.8,High,6.0
2167,20,Female,Other,Undergraduate,YouTube,Education,5.6,207,2.6,0.0,5.0,Very High,5.4
2168,19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.0,135,3.4,1.3,7.6,High,6.8
2169,20,Male,Other,Undergraduate,LinkedIn,Education,3.6,129,4.6,2.4,6.9,Medium,6.5
2170,24,Female,Other,Graduate,Twitter,News,3.1,115,5.3,2.0,8.1,Medium,8.4
2171,21,Female,Germany,Undergraduate,YouTube,Education,3.5,117,4.3,1.6,8.6,Medium,8.5
2172,21,Male,India,Undergraduate,Instagram,Entertainment,3.0,136,5.4,3.3,7.1,Medium,7.4
2173,18,Male,Other,High School,LinkedIn,Education,5.8,204,2.5,1.8,6.1,High,5.6
2174,21,Female,Other,Undergraduate,Twitter,News,1.5,100,5.8,3.0,7.5,Medium,8.0
2175,21,Female,Maldives,Undergraduate,Instagram,Entertainment,4.0,143,2.7,1.8,7.6,Medium,7.9
2176,23,Female,Italy,Graduate,Twitter,News,4.8,161,3.5,1.4,7.3,High,6.7
2177,24,Male,France,Graduate,Facebook,Networking,4.8,171,2.3,1.8,7.0,High,6.8
2178,20,Male,Russia,Undergraduate,Instagram,Entertainment,6.9,230,1.3,2.4,5.9,Very High,3.8
2179,21,Female,Other,Undergraduate,Facebook,Networking,8.6,246,1.2,1.5,5.0,Very High,4.9
2180,22,Male,Mexico,Undergraduate,WhatsApp,Education,7.1,217,1.1,2.1,5.3,Very High,5.9
2181,23,Male,India,Graduate,TikTok,Entertainment,1.9,113,5.9,2.8,7.0,Medium,8.4
2182,20,Male,Other,Undergraduate,Twitter,News,8.1,222,0.9,0.6,5.2,Very High,5.4
2183,21,Male,Mexico,Undergraduate,WhatsApp,Networking,6.9,219,1.0,1.2,5.6,Very High,6.0
2184,20,Female,USA,Undergraduate,TikTok,Entertainment,8.3,247,1.1,0.8,4.2,Very High,5.0
2185,19,Female,USA,Undergraduate,Facebook,Networking,5.9,211,2.0,1.5,4.6,Very High,4.4
2186,20,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.4,131,5.9,2.5,8.8,Medium,7.9
2187,22,Male,Greece,Undergraduate,Facebook,Networking,3.2,122,3.6,2.0,7.1,Low,6.7
2188,23,Female,Other,Graduate,TikTok,Entertainment,4.2,170,3.7,1.8,6.2,High,6.5
2189,21,Female,Other,Undergraduate,LinkedIn,Education,2.7,95,5.2,2.3,8.9,Medium,8.2
2190,21,Male,Other,Undergraduate,TikTok,Entertainment,3.5,122,2.8,2.5,8.6,Medium,7.2
2191,19,Female,USA,Undergraduate,TikTok,Entertainment,6.7,207,1.2,0.6,5.4,Very High,4.1
2192,23,Male,India,Graduate,Twitter,News,7.5,234,1.3,0.4,5.3,Very High,6.2
2193,20,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.0,159,2.1,2.2,8.8,Medium,7.0
2194,19,Female,Denmark,Undergraduate,Twitter,News,4.7,162,2.4,2.0,7.1,Medium,7.0
2195,18,Female,Australia,High School,LinkedIn,Education,6.4,202,1.1,2.2,6.1,Very High,5.5
2196,21,Male,Panama,Undergraduate,Facebook,Networking,3.7,115,3.9,2.0,6.5,Very High,6.9
2197,22,Female,Other,Undergraduate,TikTok,Entertainment,4.1,154,3.3,1.9,6.5,High,6.9
2198,19,Female,France,Undergraduate,Instagram,Entertainment,3.3,122,5.0,2.3,8.9,Low,7.2
2199,22,Male,Other,Undergraduate,LinkedIn,Education,3.0,134,3.6,3.4,8.1,Low,7.1
2200,21,Male,Mexico,Undergraduate,WhatsApp,News,6.4,192,1.8,1.1,5.9,Very High,6.2
2201,18,Male,Argentina,High School,TikTok,Entertainment,5.8,199,1.6,1.6,5.5,High,4.9
2202,24,Female,Poland,Graduate,TikTok,Entertainment,5.9,184,3.3,1.5,6.4,High,5.1
2203,22,Male,Mexico,Undergraduate,Facebook,Networking,6.4,190,2.3,1.5,6.3,Very High,5.0
2204,21,Female,Other,Undergraduate,Facebook,Networking,6.1,180,1.9,0.4,5.0,Very High,4.4
2205,20,Male,Other,Undergraduate,Twitter,News,8.0,233,0.7,1.3,5.2,Very High,5.7
2206,23,Male,Italy,Graduate,Facebook,Networking,4.7,153,2.8,1.2,6.9,Medium,7.0
2207,22,Male,Denmark,Undergraduate,Facebook,Networking,2.6,98,5.9,2.6,9.0,Low,8.3
2208,24,Male,UK,Graduate,TikTok,Entertainment,5.5,185,1.2,1.4,5.4,Very High,5.0
2209,21,Female,Russia,Undergraduate,Instagram,Entertainment,7.1,212,1.6,1.8,6.1,Very High,4.3
2210,20,Female,USA,Undergraduate,TikTok,Entertainment,8.2,247,1.0,1.0,4.0,Very High,5.0
2211,18,Male,Other,High School,Facebook,Networking,3.5,133,4.1,1.8,8.7,Low,8.7
2212,22,Male,Turkey,Undergraduate,TikTok,Entertainment,3.4,142,4.9,2.6,8.3,Medium,6.0
2213,23,Female,Other,Graduate,TikTok,Entertainment,2.3,90,4.7,2.6,8.6,Low,8.8
2214,20,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,4.6,162,5.0,1.5,7.2,High,6.3
2215,21,Male,UK,Undergraduate,Facebook,Networking,6.2,203,1.2,2.4,6.4,High,4.9
2216,21,Female,Pakistan,Undergraduate,Instagram,Entertainment,4.9,155,2.1,2.0,7.3,High,4.9
2217,21,Male,Denmark,Undergraduate,Facebook,Networking,3.2,141,4.5,2.7,8.5,Medium,7.9
2218,22,Male,India,Undergraduate,Facebook,Networking,7.0,211,1.0,0.8,5.9,Very High,4.2
2219,22,Male,Ireland,Undergraduate,Twitter,News,5.6,206,2.6,1.8,6.6,High,5.9
2220,18,Male,Other,High School,Facebook,Networking,6.0,196,4.0,0.4,6.2,High,6.4
2221,23,Male,Denmark,Graduate,Twitter,News,3.7,141,4.8,2.1,8.1,Medium,8.2
2222,19,Female,Japan,Undergraduate,LINE,Education,3.6,152,4.7,2.2,8.3,Low,8.0
2223,23,Male,Sri Lanka,Graduate,LinkedIn,Education,2.8,107,3.6,2.5,6.9,Low,8.1
2224,20,Female,Spain,Undergraduate,TikTok,Entertainment,5.2,191,3.3,1.1,6.7,High,5.9
2225,21,Male,India,Undergraduate,WhatsApp,Education,5.9,188,2.7,1.3,6.6,Very High,5.3
2226,23,Female,Germany,Graduate,LinkedIn,Education,5.6,169,2.3,2.0,7.3,High,7.0
2227,19,Female,Romania,Undergraduate,Instagram,Entertainment,5.7,194,2.4,1.3,5.3,High,5.2
2228,21,Male,India,Undergraduate,WhatsApp,News,6.6,224,3.4,1.6,5.6,Very High,5.1
2229,20,Female,UK,Undergraduate,YouTube,Education,3.4,130,3.4,3.4,8.4,Medium,8.3
2230,21,Female,Other,Undergraduate,Facebook,Networking,3.6,115,3.6,2.9,7.2,Medium,9.2
2231,19,Male,Nepal,Undergraduate,TikTok,Entertainment,4.2,162,4.3,1.5,7.2,Medium,7.1
2232,19,Female,Canada,Undergraduate,Instagram,Entertainment,5.7,191,1.7,0.8,6.5,High,6.3
2233,18,Female,Other,High School,Facebook,Networking,7.4,219,1.0,1.6,4.7,Very High,6.0
2234,24,Female,Other,Graduate,YouTube,Education,3.3,149,4.4,1.6,7.8,Low,8.4
2235,24,Female,Other,Graduate,Instagram,Entertainment,3.2,133,4.6,1.7,8.9,Medium,8.8
2236,20,Male,Other,Undergraduate,Instagram,Entertainment,7.0,207,1.4,0.3,6.0,Very High,4.6
2237,19,Male,USA,Undergraduate,Twitter,News,4.9,179,2.2,1.5,7.0,High,7.0
2238,19,Male,Other,Undergraduate,YouTube,Education,6.9,239,1.2,0.8,5.7,Very High,5.8
2239,22,Female,Other,Undergraduate,Instagram,Entertainment,8.1,257,1.3,0.8,5.1,Very High,4.1
2240,19,Female,USA,Undergraduate,Instagram,Entertainment,7.5,239,1.2,1.6,4.8,Very High,4.9
2241,22,Male,Turkey,Undergraduate,TikTok,Entertainment,3.7,155,4.3,2.4,8.2,Medium,5.9
2242,22,Female,Other,Undergraduate,Twitter,News,6.7,204,0.8,0.7,5.1,Very High,4.3
2243,22,Male,France,Undergraduate,Facebook,Networking,4.7,165,2.1,2.0,7.3,High,6.9
2244,20,Female,France,Undergraduate,Instagram,Entertainment,3.5,122,4.3,2.9,9.1,Low,7.1
2245,24,Male,Spain,Graduate,Facebook,Networking,6.5,212,1.9,1.3,6.3,Very High,4.9
2246,20,Male,Russia,Undergraduate,Instagram,Entertainment,7.0,230,1.0,2.1,6.0,Very High,4.1
2247,20,Male,Other,Undergraduate,TikTok,Entertainment,7.1,226,1.8,1.2,5.2,Very High,5.0
2248,23,Female,Germany,Graduate,Instagram,Entertainment,7.8,253,1.0,0.9,5.3,Very High,4.4
2249,23,Male,Germany,Graduate,Facebook,Networking,7.0,214,1.0,2.5,5.8,Very High,5.4
2250,21,Female,Other,Undergraduate,LinkedIn,Education,4.8,162,2.8,2.2,7.0,Medium,6.5
2251,20,Female,UAE,Undergraduate,Instagram,Entertainment,6.4,188,1.4,1.9,6.8,Very High,4.5
2252,24,Male,Other,Graduate,TikTok,Entertainment,6.3,193,1.8,1.0,5.7,Very High,5.1
2253,22,Male,Australia,Undergraduate,Instagram,Entertainment,1.3,71,6.5,2.3,8.8,Low,8.9
2254,21,Female,Other,Undergraduate,YouTube,Education,3.0,141,5.5,2.0,7.4,Low,7.6
2255,20,Female,Other,Undergraduate,Instagram,Entertainment,7.1,235,0.8,0.7,4.8,Very High,4.1
2256,20,Female,Other,Undergraduate,Facebook,Networking,2.9,130,5.8,1.6,8.3,Medium,8.2
2257,20,Female,South Korea,Undergraduate,KakaoTalk,Networking,4.9,174,0.8,2.0,6.7,High,6.0
2258,21,Female,Other,Undergraduate,Facebook,Networking,8.2,246,1.1,1.6,4.8,Very High,4.9
2259,19,Male,Other,Undergraduate,Instagram,Entertainment,3.1,94,5.2,2.1,8.5,Low,7.6
2260,19,Male,USA,Undergraduate,TikTok,Entertainment,6.5,228,1.5,1.5,5.8,Very High,5.0
2261,21,Male,Other,Undergraduate,Facebook,Networking,6.2,176,2.2,1.7,4.7,Very High,5.0
2262,23,Female,Other,Graduate,Facebook,Networking,2.1,100,5.9,2.5,8.0,Low,7.2
2263,21,Male,Japan,Undergraduate,Twitter,News,4.3,160,5.0,2.0,7.8,Medium,7.9
2264,19,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.5,159,2.3,2.8,5.4,High,6.1
2265,19,Female,Other,Undergraduate,Facebook,Networking,6.2,207,1.5,0.9,4.6,Very High,4.4
2266,23,Male,Australia,Graduate,YouTube,Education,3.6,128,5.6,2.6,8.5,Medium,7.9
2267,22,Female,Bahrain,Undergraduate,LinkedIn,Education,2.8,112,4.0,2.2,7.2,Medium,7.7
2268,23,Female,Iraq,Graduate,LinkedIn,Education,2.5,100,4.6,2.0,7.5,Medium,8.1
2269,22,Male,Other,Undergraduate,Facebook,Networking,7.1,227,1.3,0.4,5.3,Very High,5.2
2270,24,Female,Other,Graduate,Facebook,Networking,3.2,135,4.4,1.4,7.1,Medium,7.3
2271,22,Female,Other,Undergraduate,TikTok,Entertainment,5.9,183,1.5,1.9,5.6,High,4.1
2272,23,Male,Other,Graduate,LinkedIn,Education,6.2,191,2.0,2.3,5.8,High,4.9
2273,19,Male,Japan,Undergraduate,Twitter,News,4.5,153,2.1,1.1,7.4,High,8.1
2274,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.5,175,3.4,3.0,7.4,Medium,6.9
2275,19,Female,France,Undergraduate,Instagram,Entertainment,4.0,154,3.1,3.0,7.6,Medium,7.0
2276,23,Male,Turkey,Graduate,Instagram,Entertainment,6.7,213,1.4,0.8,5.8,Very High,5.0
2277,24,Female,Other,Graduate,YouTube,Education,1.9,94,6.4,2.0,9.2,Low,8.3
2278,19,Female,Japan,Undergraduate,LINE,News,2.5,126,4.9,2.3,8.6,Medium,8.1
2279,22,Female,Other,Undergraduate,Snapchat,Entertainment,1.6,94,6.3,3.1,8.4,Low,8.4
2280,23,Male,UK,Graduate,LinkedIn,Education,2.8,126,5.9,2.6,8.9,Low,8.3
2281,19,Male,Other,Undergraduate,LinkedIn,Education,6.5,187,0.8,1.3,5.2,High,6.0
2282,21,Female,Pakistan,Undergraduate,Instagram,Entertainment,5.0,176,3.3,1.5,6.3,High,4.9
2283,20,Female,Germany,Undergraduate,LinkedIn,Education,3.1,124,3.7,2.4,9.0,Low,7.5
2284,18,Male,Australia,High School,Twitter,News,4.5,143,3.4,1.2,6.2,High,6.5
2285,21,Male,Other,Undergraduate,TikTok,Entertainment,3.6,122,4.5,2.0,7.9,Medium,7.5
2286,22,Male,Germany,Undergraduate,YouTube,Education,5.3,182,4.2,2.2,5.8,High,5.5
2287,21,Male,India,Undergraduate,WhatsApp,News,7.7,234,1.0,1.0,5.0,Very High,5.4
2288,19,Female,Australia,Undergraduate,Instagram,Entertainment,6.9,241,1.8,2.0,5.0,Very High,3.9
2289,21,Male,Turkey,Undergraduate,Instagram,Entertainment,3.9,133,4.6,1.6,8.5,Medium,5.7
2290,19,Female,Other,Undergraduate,Instagram,Entertainment,2.9,130,5.4,2.4,7.9,Medium,7.9
2291,19,Female,Other,Undergraduate,LinkedIn,Education,5.0,186,2.3,2.5,6.8,High,6.5
2292,19,Female,Brazil,Undergraduate,WhatsApp,Entertainment,6.3,200,1.6,1.3,6.4,High,5.6
2293,22,Female,Other,Undergraduate,Instagram,Entertainment,8.0,246,1.0,1.0,5.2,Very High,5.3
2294,20,Female,Jamaica,Undergraduate,Snapchat,Entertainment,4.8,158,3.5,1.3,5.4,High,5.9
2295,19,Female,Japan,Undergraduate,LINE,Entertainment,3.8,147,5.1,2.8,8.0,Medium,7.8
2296,20,Female,USA,Undergraduate,TikTok,Entertainment,8.5,270,1.1,0.8,4.2,Very High,5.1
2297,20,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.7,157,2.6,1.8,6.6,High,5.3
2298,18,Female,Germany,High School,YouTube,Education,1.9,96,7.1,1.7,7.9,Low,7.8
2299,19,Male,Other,Undergraduate,TikTok,Entertainment,6.3,209,1.0,1.1,4.7,Very High,4.8
2300,19,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.3,173,3.2,2.6,8.3,Medium,7.1
2301,23,Male,Other,Graduate,TikTok,Entertainment,3.4,129,3.3,2.4,8.6,Medium,8.3
2302,22,Male,Other,Undergraduate,LinkedIn,Education,8.0,243,0.3,0.9,4.6,Very High,5.4
2303,21,Male,Other,Undergraduate,YouTube,Education,5.6,200,2.3,0.1,7.3,High,6.1
2304,20,Female,India,Undergraduate,WhatsApp,News,7.3,246,0.7,0.8,5.5,Very High,4.7
2305,19,Male,Other,Undergraduate,Twitter,News,7.6,232,1.2,0.2,4.8,Very High,4.8
2306,22,Female,Other,Undergraduate,LinkedIn,Education,5.9,188,2.2,1.4,6.9,High,6.6
2307,21,Female,Other,Undergraduate,YouTube,Education,5.7,177,1.9,2.3,4.6,Very High,4.1
2308,22,Male,China,Undergraduate,WeChat,News,4.2,148,4.3,1.7,7.9,Medium,6.7
2309,20,Female,USA,Undergraduate,TikTok,Entertainment,7.3,212,1.0,0.9,4.6,Very High,4.5
2310,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.8,128,4.7,1.5,8.0,Low,8.0
2311,19,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.4,129,5.2,2.2,8.4,Medium,8.1
2312,24,Male,USA,Graduate,Twitter,News,5.4,169,3.1,2.0,6.8,Very High,5.6
2313,20,Female,India,Undergraduate,WhatsApp,News,7.2,246,0.9,0.7,5.2,Very High,5.0
2314,21,Male,China,Undergraduate,WeChat,Education,3.9,138,3.6,2.1,8.0,High,7.2
2315,22,Female,Other,Undergraduate,YouTube,Education,6.0,199,2.4,1.4,5.3,Very High,5.6
2316,22,Male,Other,Undergraduate,YouTube,Education,3.9,141,4.2,2.1,7.3,Medium,9.2
2317,19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.8,178,3.8,2.9,6.8,High,6.6
2318,19,Male,Other,Undergraduate,LinkedIn,Education,5.8,184,2.8,2.3,6.4,Very High,6.7
2319,24,Female,Other,Graduate,Twitter,News,4.4,160,3.5,3.2,6.1,Medium,6.2
2320,20,Female,France,Undergraduate,Instagram,Entertainment,4.6,162,3.8,1.7,8.0,Medium,7.1
2321,18,Female,Other,High School,Twitter,News,5.5,197,1.8,1.2,5.0,High,5.7
2322,18,Female,Mexico,High School,Instagram,Entertainment,6.7,203,2.3,1.6,5.7,Very High,5.0
2323,18,Male,Other,High School,Snapchat,Entertainment,4.8,166,3.5,2.5,5.9,Medium,6.9
2324,22,Male,Nepal,Undergraduate,TikTok,Entertainment,4.9,144,4.2,1.1,7.3,Medium,6.7
2325,20,Female,Other,Undergraduate,YouTube,Education,3.2,138,4.1,2.4,7.7,Low,7.1
2326,21,Female,India,Undergraduate,Facebook,Networking,4.1,142,3.6,2.0,7.7,Medium,6.9
2327,23,Male,USA,Graduate,LinkedIn,Education,2.1,85,5.6,2.1,7.5,Medium,7.0
2328,20,Female,Ireland,Undergraduate,Instagram,Entertainment,5.1,164,2.8,2.1,6.9,High,7.1
2329,20,Female,Pakistan,Undergraduate,Instagram,Entertainment,4.6,152,2.7,2.2,7.0,High,4.8
2330,21,Female,Canada,Undergraduate,YouTube,Education,5.9,211,2.1,1.4,6.4,High,4.9
2331,19,Female,Other,Undergraduate,YouTube,Education,7.3,230,1.0,1.7,5.9,Very High,4.9
2332,22,Male,Other,Undergraduate,LinkedIn,Education,8.1,226,0.8,0.7,4.4,Very High,4.4
2333,22,Male,Russia,Undergraduate,VKontakte,Networking,4.7,145,3.6,1.6,6.9,High,7.0
2334,21,Male,USA,Undergraduate,Snapchat,Entertainment,3.9,126,5.2,2.4,7.2,Low,7.8
2335,20,Female,Other,Undergraduate,LinkedIn,Education,5.8,185,3.4,1.4,6.3,High,7.1
2336,19,Female,France,Undergraduate,Instagram,Entertainment,4.0,154,3.2,2.8,8.1,Medium,6.8
2337,18,Female,USA,High School,YouTube,Education,7.3,216,1.1,0.3,5.4,Very High,6.2
2338,19,Female,Norway,Undergraduate,Instagram,Entertainment,4.9,163,3.2,1.4,5.6,High,4.7
2339,18,Male,Australia,High School,TikTok,Entertainment,7.7,226,0.9,0.5,4.7,Very High,5.8
2340,23,Female,India,Graduate,Instagram,Entertainment,6.0,206,2.4,1.6,4.7,Very High,5.5
2341,19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.1,135,3.5,2.4,7.6,Medium,6.9
2342,22,Male,China,Undergraduate,WeChat,Networking,6.0,179,2.1,2.0,6.2,Very High,6.1
2343,24,Male,Turkey,Graduate,TikTok,Entertainment,6.7,218,1.2,1.5,6.4,Very High,5.3
2344,23,Male,Other,Graduate,TikTok,Entertainment,6.3,213,1.0,0.6,5.7,Very High,4.6
2345,19,Female,Ireland,Undergraduate,Instagram,Entertainment,5.6,208,2.0,2.6,6.3,High,5.9
2346,18,Male,Other,High School,Twitter,News,5.7,199,2.0,2.2,6.9,High,6.0
2347,20,Female,Australia,Undergraduate,LinkedIn,Education,5.7,175,2.9,1.0,5.0,High,5.9
2348,24,Male,Other,Graduate,LinkedIn,Education,1.8,103,5.6,2.7,8.4,Low,7.6
2349,21,Male,Other,Undergraduate,YouTube,Education,6.3,184,2.4,2.0,5.7,Very High,4.5
2350,24,Male,India,Graduate,LinkedIn,Education,8.0,236,1.1,0.3,5.0,Very High,5.0
2351,19,Male,Other,Undergraduate,TikTok,Entertainment,6.8,213,0.7,2.2,4.9,Very High,5.7
2352,22,Male,Afghanistan,Undergraduate,LinkedIn,Education,3.1,132,4.2,3.6,7.3,Medium,7.3
2353,21,Female,Turkey,Undergraduate,TikTok,Entertainment,6.7,234,1.2,1.6,6.0,Very High,5.1
2354,18,Male,Other,High School,Snapchat,Entertainment,6.6,208,1.0,1.7,5.4,Very High,4.4
2355,23,Male,Australia,Graduate,YouTube,Education,3.4,149,5.9,2.4,8.9,Medium,7.9
2356,22,Male,Germany,Undergraduate,YouTube,Education,5.6,182,3.9,2.1,5.4,High,5.6
2357,22,Male,Other,Undergraduate,Instagram,Entertainment,1.7,101,6.5,2.2,7.1,Medium,8.2
2358,22,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.3,146,4.9,2.4,7.2,High,5.2
2359,23,Male,India,Graduate,YouTube,Education,3.0,101,5.2,3.1,7.6,Medium,7.9
2360,22,Female,Malta,Undergraduate,LinkedIn,Education,2.8,131,5.6,2.8,7.5,Medium,8.7
2361,19,Male,Australia,Undergraduate,Instagram,Entertainment,4.5,142,2.7,1.6,6.7,Medium,6.4
2362,21,Male,Italy,Undergraduate,Instagram,Entertainment,5.5,173,1.5,2.1,6.8,High,5.1
2363,20,Female,USA,Undergraduate,TikTok,Entertainment,7.9,222,1.1,0.8,4.3,Very High,5.2
2364,23,Male,Canada,Graduate,Twitter,News,2.7,109,5.6,2.4,7.3,Medium,8.1
2365,20,Female,Ireland,Undergraduate,TikTok,Entertainment,4.1,162,3.7,2.2,7.6,Medium,7.0
2366,20,Female,India,Undergraduate,LinkedIn,Education,5.4,171,2.7,1.2,6.4,High,6.0
2367,20,Female,India,Undergraduate,Snapchat,Entertainment,6.4,203,1.1,1.0,5.4,High,4.3
2368,23,Female,Switzerland,Graduate,Instagram,Entertainment,4.6,157,2.3,1.7,7.6,Medium,6.8
2369,20,Female,Turkey,Undergraduate,Instagram,Entertainment,6.6,216,3.2,0.8,6.3,Very High,5.2
2370,24,Female,Other,Graduate,LinkedIn,Education,4.7,147,5.1,2.3,6.7,High,6.4
2371,20,Female,Other,Undergraduate,LinkedIn,Education,7.2,232,2.0,1.6,5.8,Very High,4.0
2372,18,Female,USA,High School,Facebook,Networking,3.3,128,6.0,2.9,7.9,Medium,8.7
2373,21,Male,Italy,Undergraduate,TikTok,Entertainment,5.1,155,2.6,1.4,7.0,High,5.0
2374,22,Male,Canada,Undergraduate,TikTok,Entertainment,4.0,157,4.0,1.4,7.6,Medium,6.9
2375,22,Male,Maldives,Undergraduate,TikTok,Entertainment,4.9,159,3.0,1.5,6.0,High,5.9
2376,22,Male,Other,Undergraduate,TikTok,Entertainment,1.4,70,7.8,3.1,7.6,Low,7.6
2377,22,Male,Other,Undergraduate,TikTok,Entertainment,3.7,117,5.0,1.5,8.0,Medium,7.7
2378,21,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.4,151,4.6,1.7,7.4,Medium,4.8
2379,22,Female,USA,Undergraduate,Facebook,Networking,4.0,127,5.4,2.2,7.1,High,6.7
2380,22,Male,Other,Undergraduate,Facebook,Networking,6.4,190,3.8,2.3,6.0,Very High,5.5
2381,21,Male,Australia,Undergraduate,Instagram,Entertainment,4.7,142,2.4,1.3,7.3,High,6.4
2382,18,Male,Latvia,High School,Snapchat,Entertainment,5.2,177,3.7,1.5,5.4,Very High,4.8
2383,22,Female,Other,Undergraduate,LinkedIn,Education,6.8,224,2.9,0.6,5.9,Very High,4.2
2384,19,Female,India,Undergraduate,Snapchat,Entertainment,8.7,257,1.3,1.5,6.0,Very High,5.0
2385,22,Male,Denmark,Undergraduate,Facebook,Networking,2.6,114,7.3,2.6,9.4,Low,8.0
2386,19,Male,Other,Undergraduate,Snapchat,Entertainment,8.4,255,0.7,0.4,4.7,Very High,5.3
2387,22,Male,Other,Undergraduate,TikTok,Entertainment,5.8,203,1.1,1.2,5.4,Very High,5.8
2388,19,Female,India,Undergraduate,WhatsApp,Education,7.2,207,0.7,1.8,5.7,Very High,4.6
2389,20,Female,UAE,Undergraduate,Instagram,Entertainment,7.2,223,0.7,1.6,6.0,High,5.0
2390,20,Male,USA,Undergraduate,Twitter,News,5.1,174,2.2,2.2,6.8,High,6.0
2391,20,Female,Brazil,Undergraduate,Instagram,Entertainment,6.0,211,2.2,1.1,6.3,Very High,6.1
2392,23,Male,Other,Graduate,LinkedIn,Education,7.9,250,1.0,0.4,4.9,Very High,6.0
2393,19,Female,Other,Undergraduate,LinkedIn,Education,4.3,157,5.1,1.6,6.5,Medium,6.6
2394,22,Female,Canada,Undergraduate,Instagram,Entertainment,6.6,216,1.8,1.0,5.5,Very High,4.0
2395,23,Female,Poland,Graduate,Instagram,Entertainment,6.2,188,1.0,0.5,6.4,High,5.2
2396,24,Male,Turkey,Graduate,TikTok,Entertainment,7.1,218,1.1,1.8,6.3,Very High,5.2
2397,19,Male,Other,Undergraduate,Instagram,Entertainment,3.2,121,3.4,1.6,8.8,Low,8.6
2398,20,Female,France,Undergraduate,Instagram,Entertainment,4.3,168,3.3,2.3,7.6,High,7.1
2399,23,Female,Canada,Graduate,TikTok,Entertainment,4.9,167,2.8,1.7,7.4,High,6.9
2400,23,Male,USA,Graduate,YouTube,Education,4.9,176,3.1,1.7,7.2,High,6.6
2401,21,Male,Mexico,Undergraduate,WhatsApp,News,6.8,224,1.3,0.8,5.4,Very High,5.9
2402,20,Female,Peru,Undergraduate,TikTok,Entertainment,5.3,192,3.6,1.7,5.4,High,5.2
2403,18,Female,Other,High School,YouTube,Education,7.6,244,1.0,1.3,5.7,Very High,4.6
2404,24,Male,Germany,Graduate,LinkedIn,Education,7.1,221,0.9,1.8,5.7,Very High,4.5
2405,19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.6,156,4.6,2.3,6.9,Medium,7.1
2406,22,Male,Canada,Undergraduate,TikTok,Entertainment,4.5,150,2.1,1.7,7.4,High,5.8
2407,19,Male,Other,Undergraduate,TikTok,Entertainment,7.1,208,1.4,1.2,5.0,Very High,5.6
2408,19,Female,Other,Undergraduate,Twitter,News,5.6,191,3.7,1.2,5.4,Very High,5.1
2409,19,Male,USA,Undergraduate,LinkedIn,Education,5.7,187,1.6,1.0,5.2,Very High,5.0
2410,21,Male,Denmark,Undergraduate,Facebook,Networking,2.5,116,6.7,2.4,9.2,Low,8.0
2411,24,Female,Germany,Graduate,TikTok,Entertainment,3.2,135,4.8,2.6,7.8,Medium,7.6
2412,20,Female,Other,Undergraduate,Snapchat,Entertainment,4.1,160,2.7,2.0,6.4,High,6.8
2413,20,Female,South Korea,Undergraduate,KakaoTalk,News,5.2,164,2.6,1.5,6.6,Medium,5.9
2414,21,Male,Other,Undergraduate,TikTok,Entertainment,5.1,187,2.1,2.0,6.5,High,7.1
2415,24,Female,Other,Graduate,Facebook,Networking,3.5,135,4.4,1.3,7.4,Medium,7.6
2416,20,Female,Turkey,Undergraduate,Instagram,Entertainment,6.8,216,3.4,0.7,6.1,Very High,5.3
2417,19,Male,Other,Undergraduate,Facebook,Networking,4.9,170,4.0,2.5,6.3,High,6.3
2418,21,Male,Other,Undergraduate,Facebook,Networking,5.7,193,1.6,0.9,6.0,Very High,6.6
2419,21,Male,India,Undergraduate,Instagram,Entertainment,4.4,156,1.9,2.3,7.4,Medium,5.8
2420,20,Male,India,Undergraduate,Instagram,Entertainment,7.2,242,0.8,0.2,5.7,Very High,3.8
2421,19,Female,USA,Undergraduate,LinkedIn,Education,3.1,115,4.8,2.5,9.3,Low,7.7
2422,18,Male,Other,High School,LinkedIn,Education,7.5,232,1.2,0.2,4.9,Very High,5.6
