Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
18.0,Female,Germany,High School,YouTube,Education,1.9,96.0,7.1,1.7,7.9,Low,7.8
19.0,Male,Other,Undergraduate,TikTok,Entertainment,6.3,209.0,1.0,1.1,4.7,Very High,4.8
21.0,Male,,Undergraduate,Snapchat,Entertainment,3.9,126.0,,2.5,7.1,Low,7.6
21.0,Female,USA,Undergraduate,LinkedIn,Education,5.5,188.0,2.1,0.2,7.0,High,
19.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.3,173.0,3.2,2.6,8.3,Medium,7.1
23.0,Male,Other,Graduate,TikTok,Entertainment,3.4,129.0,3.3,2.4,8.6,Medium,8.3
22.0,Male,Other,Undergraduate,LinkedIn,Education,8.0,243.0,0.3,0.9,4.6,Very High,5.4
20.0,,UK,Undergraduate,TikTok,Entertainment,3.2,133.0,6.0,3.1,7.4,Low,7.7
21.0,Male,Other,Undergraduate,YouTube,Education,5.6,200.0,2.3,0.1,7.3,High,6.1
,Female,Other,Undergraduate,Facebook,Networking,3.7,138.0,4.0,1.2,6.3,High,6.4
18.0,Male,Other,High School,Instagram,Entertainment,,222.0,1.4,0.6,6.2,Very High,4.9
20.0,Female,India,Undergraduate,WhatsApp,News,7.3,246.0,0.7,0.8,5.5,Very High,4.7
22.0,Male,France,Undergraduate,,Networking,4.6,165.0,2.0,1.9,7.4,High,7.0
20.0,Female,Brazil,Undergraduate,Instagram,Entertainment,6.3,211.0,1.9,1.2,,Very High,5.7
19.0,Male,Other,Undergraduate,Twitter,News,7.6,232.0,1.2,0.2,4.8,Very High,4.8
22.0,Female,Other,Undergraduate,LinkedIn,Education,5.9,188.0,2.2,1.4,6.9,High,6.6
21.0,Female,Other,Undergraduate,YouTube,Education,5.7,177.0,1.9,2.3,4.6,Very High,4.1
22.0,Female,Other,Undergraduate,Facebook,Networking,2.5,,7.0,2.7,9.2,Low,7.4
22.0,Male,China,Undergraduate,WeChat,News,4.2,148.0,4.3,1.7,7.9,Medium,6.7
20.0,Female,USA,Undergraduate,TikTok,Entertainment,7.3,212.0,1.0,0.9,4.6,Very High,4.5
21.0,Male,New Zealand,Undergraduate,YouTube,,3.5,,4.0,2.7,6.6,Medium,7.3
20.0,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.8,128.0,4.7,1.5,8.0,Low,8.0
19.0,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.4,129.0,5.2,2.2,8.4,Medium,8.1
,Female,Other,Undergraduate,YouTube,Education,6.0,182.0,1.3,1.1,5.4,High,4.6
23.0,Female,Other,Graduate,TikTok,Entertainment,2.1,90.0,,2.5,8.3,Low,8.6
24.0,Male,USA,Graduate,Twitter,News,5.4,169.0,3.1,2.0,6.8,Very High,5.6
21.0,Female,India,Undergraduate,Facebook,,3.9,142.0,,1.7,7.7,Medium,7.0
24.0,Male,Mexico,Graduate,Facebook,,6.1,194.0,2.4,,6.4,High,4.8
19.0,Female,Other,Undergraduate,YouTube,Education,8.3,250.0,1.2,1.7,5.5,,4.4
20.0,Female,India,Undergraduate,WhatsApp,News,7.2,246.0,0.9,0.7,5.2,Very High,5.0
21.0,Male,UK,,Facebook,Networking,6.4,203.0,1.6,2.2,6.1,High,4.8
19.0,Male,France,Undergraduate,Instagram,,4.6,176.0,2.4,0.8,7.5,Medium,7.2
21.0,Male,China,Undergraduate,WeChat,Education,3.9,138.0,3.6,2.1,8.0,High,7.2
22.0,Female,Other,Undergraduate,YouTube,Education,6.0,199.0,2.4,1.4,5.3,Very High,5.6
19.0,Male,Bangladesh,Undergraduate,TikTok,Entertainment,4.0,140.0,4.9,1.6,,Medium,4.9
22.0,Male,Other,Undergraduate,YouTube,Education,3.9,141.0,4.2,2.1,7.3,Medium,9.2
19.0,Female,Ireland,Undergraduate,Instagram,Entertainment,4.8,178.0,3.8,2.9,6.8,High,6.6
19.0,Male,Other,Undergraduate,LinkedIn,Education,5.8,184.0,2.8,2.3,6.4,Very High,6.7
19.0,Female,Nigeria,Undergraduate,Instagram,,6.0,204.0,1.8,2.0,5.1,Very High,5.1
21.0,Female,,Undergraduate,YouTube,Education,5.9,,2.0,2.2,4.8,Very High,4.1
24.0,Female,Other,Graduate,Twitter,News,4.4,160.0,3.5,3.2,6.1,Medium,6.2
20.0,Female,France,Undergraduate,Instagram,Entertainment,4.6,162.0,3.8,1.7,8.0,Medium,7.1
18.0,Female,Other,High School,Twitter,News,5.5,197.0,1.8,1.2,5.0,High,5.7
18.0,Female,Mexico,High School,Instagram,Entertainment,6.7,203.0,2.3,1.6,5.7,Very High,5.0
18.0,Male,Other,High School,Snapchat,Entertainment,4.8,166.0,3.5,2.5,5.9,Medium,6.9
22.0,,Other,Undergraduate,Instagram,Entertainment,7.7,246.0,1.1,0.9,5.4,Very High,5.4
19.0,Male,Other,Undergraduate,LinkedIn,Education,8.1,252.0,2.2,-0.2,,Very High,4.1
22.0,Male,Nepal,Undergraduate,TikTok,Entertainment,4.9,144.0,4.2,1.1,7.3,Medium,6.7
21.0,Male,Other,Undergraduate,Facebook,Networking,4.0,134.0,4.6,2.4,6.6,,6.5
19.0,Female,Other,Undergraduate,Instagram,Entertainment,2.7,130.0,5.5,2.0,8.0,,7.6
20.0,Female,Other,Undergraduate,YouTube,Education,3.2,138.0,4.1,2.4,7.7,Low,7.1
23.0,Female,USA,,YouTube,Education,3.0,103.0,5.3,2.4,8.0,Medium,7.7
23.0,Female,Poland,Graduate,Instagram,Entertainment,,188.0,1.3,0.7,6.6,,4.9
22.0,Male,Mexico,Undergraduate,Facebook,Networking,,201.0,1.0,1.2,6.1,Very High,5.2
21.0,Female,Other,Undergraduate,Twitter,News,6.4,,2.3,2.0,,Very High,
21.0,Female,India,Undergraduate,Facebook,Networking,4.1,142.0,3.6,2.0,7.7,Medium,6.9
23.0,Male,USA,Graduate,LinkedIn,Education,2.1,85.0,5.6,2.1,7.5,Medium,7.0
20.0,Female,Ireland,Undergraduate,Instagram,Entertainment,5.1,164.0,2.8,2.1,6.9,High,7.1
20.0,Female,Pakistan,Undergraduate,Instagram,Entertainment,4.6,152.0,2.7,2.2,7.0,High,4.8
21.0,Female,Canada,Undergraduate,YouTube,Education,5.9,211.0,2.1,1.4,6.4,High,4.9
19.0,Female,Other,Undergraduate,YouTube,Education,7.3,230.0,1.0,1.7,5.9,Very High,4.9
20.0,Female,Other,Undergraduate,Twitter,,8.3,248.0,0.8,0.9,5.7,Very High,4.9
22.0,Male,Other,Undergraduate,LinkedIn,Education,8.1,226.0,0.8,0.7,4.4,Very High,4.4
21.0,Male,Italy,Undergraduate,Instagram,Entertainment,5.4,193.0,,1.9,6.8,Very High,5.1
22.0,Male,Russia,Undergraduate,VKontakte,Networking,4.7,145.0,3.6,1.6,6.9,High,7.0
21.0,Male,USA,Undergraduate,Snapchat,Entertainment,3.9,126.0,5.2,2.4,7.2,Low,7.8
,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.0,149.0,2.4,1.1,7.0,Medium,
22.0,Male,Other,Undergraduate,,Education,8.0,232.0,0.8,1.1,4.3,Very High,5.2
20.0,Female,Other,Undergraduate,LinkedIn,Education,5.8,185.0,3.4,1.4,6.3,High,7.1
19.0,Male,Ireland,Undergraduate,,Entertainment,5.7,195.0,1.8,0.7,6.8,High,5.9
19.0,Female,Japan,Undergraduate,LINE,Entertainment,3.0,,4.1,2.1,8.4,Low,7.9
22.0,Male,Bangladesh,Undergraduate,Facebook,Networking,5.2,190.0,3.4,1.3,6.6,High,
23.0,Male,Australia,Graduate,YouTube,Education,3.9,111.0,,3.1,9.0,Medium,7.8
19.0,Female,France,Undergraduate,Instagram,Entertainment,4.0,154.0,3.2,2.8,8.1,Medium,6.8
18.0,Female,USA,High School,YouTube,Education,7.3,216.0,1.1,0.3,5.4,Very High,6.2
19.0,Female,Norway,Undergraduate,Instagram,Entertainment,4.9,163.0,3.2,1.4,5.6,High,4.7
18.0,Male,Australia,High School,TikTok,Entertainment,7.7,226.0,0.9,0.5,4.7,Very High,5.8
22.0,Male,Poland,Undergraduate,Facebook,Networking,4.1,145.0,,2.8,7.9,High,6.7
23.0,Female,India,Graduate,Instagram,Entertainment,6.0,206.0,2.4,1.6,4.7,Very High,5.5
19.0,Female,Other,Undergraduate,,News,5.1,,3.2,2.0,7.6,High,6.3
18.0,Female,Other,High School,Snapchat,Entertainment,3.5,140.0,5.7,1.7,,Medium,7.4
19.0,Female,Ireland,Undergraduate,Instagram,Entertainment,4.1,135.0,3.5,2.4,7.6,Medium,6.9
21.0,Male,Other,,,Entertainment,2.3,115.0,3.9,1.8,7.3,Low,8.8
21.0,Female,,Undergraduate,Instagram,Entertainment,5.2,171.0,2.3,2.1,5.5,High,5.9
24.0,Male,Other,,LinkedIn,Education,2.5,91.0,4.2,1.6,7.9,Low,8.8
22.0,Male,China,Undergraduate,WeChat,Networking,6.0,179.0,2.1,2.0,6.2,Very High,6.1
20.0,Male,India,Undergraduate,TikTok,Entertainment,8.4,255.0,0.9,0.9,6.0,,5.9
21.0,Male,Other,Undergraduate,Twitter,News,5.1,189.0,2.4,1.9,,Medium,5.9
24.0,Male,Turkey,Graduate,TikTok,Entertainment,6.7,218.0,1.2,1.5,6.4,Very High,5.3
23.0,Male,Other,Graduate,TikTok,Entertainment,6.3,213.0,1.0,0.6,5.7,Very High,4.6
19.0,Female,Ireland,Undergraduate,Instagram,Entertainment,5.6,208.0,2.0,2.6,6.3,High,5.9
18.0,Male,Other,High School,LinkedIn,Education,,242.0,1.2,0.2,5.0,Very High,4.1
20.0,Female,Spain,Undergraduate,TikTok,Entertainment,5.2,185.0,1.9,2.4,,Very High,6.0
20.0,,,Undergraduate,TikTok,Entertainment,4.1,140.0,4.1,2.3,5.9,High,6.1
18.0,Male,Other,High School,Twitter,News,5.7,199.0,2.0,2.2,6.9,High,6.0
23.0,,Canada,Graduate,Twitter,,2.8,113.0,5.2,2.1,7.7,Medium,8.3
19.0,Female,,Undergraduate,TikTok,Entertainment,,196.0,3.1,2.4,6.6,High,5.9
20.0,Female,Australia,Undergraduate,LinkedIn,Education,5.7,175.0,2.9,1.0,5.0,High,5.9
24.0,Male,Other,Graduate,LinkedIn,Education,1.8,103.0,5.6,2.7,8.4,Low,7.6
22.0,,Other,Undergraduate,YouTube,Education,6.3,192.0,1.9,1.8,6.7,High,6.5
20.0,,,Undergraduate,TikTok,Entertainment,5.2,158.0,3.3,2.0,6.3,Very High,6.9
21.0,Male,Other,Undergraduate,YouTube,Education,6.3,184.0,2.4,2.0,5.7,Very High,4.5
24.0,Male,India,Graduate,LinkedIn,Education,8.0,236.0,1.1,0.3,5.0,Very High,5.0
19.0,Male,Other,Undergraduate,TikTok,Entertainment,6.8,213.0,0.7,2.2,4.9,Very High,5.7
22.0,Male,Afghanistan,Undergraduate,LinkedIn,Education,3.1,132.0,4.2,3.6,7.3,Medium,7.3
18.0,Male,Other,High School,Instagram,Entertainment,,220.0,2.4,1.2,4.7,Very High,5.7
21.0,Female,Turkey,Undergraduate,TikTok,Entertainment,6.7,234.0,1.2,1.6,6.0,Very High,5.1
20.0,Female,Finland,Undergraduate,TikTok,Entertainment,5.4,194.0,2.2,,5.4,High,5.0
18.0,Male,Other,High School,Snapchat,Entertainment,6.6,208.0,1.0,1.7,5.4,Very High,4.4
23.0,Male,Australia,Graduate,YouTube,Education,3.4,149.0,5.9,2.4,8.9,Medium,7.9
22.0,Male,Germany,Undergraduate,YouTube,Education,5.6,182.0,3.9,2.1,5.4,High,5.6
22.0,Male,Nepal,Undergraduate,,Entertainment,5.1,144.0,4.0,1.4,7.3,Medium,7.0
22.0,Male,Other,Undergraduate,Instagram,Entertainment,1.7,101.0,6.5,2.2,7.1,Medium,8.2
23.0,Female,Other,Graduate,LinkedIn,,1.7,107.0,8.3,2.5,7.9,Low,
24.0,Male,Other,Graduate,LinkedIn,,5.6,190.0,2.3,1.3,,Medium,6.1
19.0,Female,France,Undergraduate,Instagram,,4.1,154.0,3.0,2.9,8.1,Medium,7.0
22.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.3,146.0,4.9,2.4,7.2,High,5.2
19.0,,Japan,Undergraduate,LINE,News,2.7,112.0,5.2,2.4,8.5,Medium,7.7
23.0,Male,India,Graduate,YouTube,Education,3.0,101.0,5.2,3.1,7.6,Medium,7.9
22.0,Female,Malta,Undergraduate,LinkedIn,Education,2.8,131.0,5.6,2.8,7.5,Medium,8.7
19.0,Male,Australia,Undergraduate,Instagram,Entertainment,4.5,142.0,2.7,1.6,6.7,Medium,6.4
21.0,Male,Italy,Undergraduate,Instagram,Entertainment,5.5,173.0,1.5,2.1,6.8,High,5.1
20.0,Female,USA,Undergraduate,TikTok,Entertainment,7.9,222.0,1.1,0.8,4.3,Very High,5.2
23.0,Male,Canada,Graduate,Twitter,News,2.7,109.0,5.6,2.4,7.3,Medium,8.1
20.0,Female,Ireland,Undergraduate,TikTok,Entertainment,4.1,162.0,3.7,2.2,7.6,Medium,7.0
20.0,Female,India,Undergraduate,LinkedIn,Education,5.4,171.0,2.7,1.2,6.4,High,6.0
20.0,Female,India,Undergraduate,Snapchat,Entertainment,6.4,203.0,1.1,1.0,5.4,High,4.3
23.0,Female,Switzerland,Graduate,Instagram,Entertainment,4.6,157.0,2.3,1.7,7.6,Medium,6.8
20.0,,Netherlands,Undergraduate,Instagram,Entertainment,3.3,,5.5,3.4,8.8,Low,8.0
20.0,Female,Turkey,Undergraduate,Instagram,Entertainment,6.6,216.0,3.2,0.8,6.3,Very High,5.2
20.0,Female,,Undergraduate,TikTok,Entertainment,7.3,201.0,1.5,1.3,5.6,Very High,5.1
19.0,Female,USA,Undergraduate,YouTube,Education,5.2,170.0,3.2,,7.2,High,6.7
22.0,Male,Canada,Undergraduate,,Entertainment,3.9,117.0,5.2,1.9,9.1,Low,5.8
19.0,Female,USA,Undergraduate,YouTube,,5.2,167.0,3.3,2.2,7.0,High,6.8
24.0,Female,Other,Graduate,LinkedIn,Education,4.7,147.0,5.1,2.3,6.7,High,6.4
20.0,Female,Other,Undergraduate,LinkedIn,Education,7.2,232.0,2.0,1.6,5.8,Very High,4.0
20.0,Female,USA,Undergraduate,TikTok,Entertainment,6.0,169.0,1.3,,7.1,High,6.2
24.0,Male,Italy,Graduate,Facebook,Networking,4.8,148.0,,1.8,7.3,Medium,6.7
18.0,Female,USA,High School,Facebook,Networking,3.3,128.0,6.0,2.9,7.9,Medium,8.7
20.0,,UK,Undergraduate,YouTube,Education,3.4,130.0,3.4,3.2,8.7,Medium,8.2
21.0,Male,Italy,Undergraduate,TikTok,Entertainment,5.1,155.0,2.6,1.4,7.0,High,5.0
22.0,Male,Canada,Undergraduate,TikTok,Entertainment,4.0,157.0,4.0,1.4,7.6,Medium,6.9
22.0,Male,Maldives,Undergraduate,TikTok,Entertainment,4.9,159.0,3.0,1.5,6.0,High,5.9
22.0,Male,Other,Undergraduate,TikTok,Entertainment,1.4,70.0,7.8,3.1,7.6,Low,7.6
22.0,Male,Other,Undergraduate,TikTok,Entertainment,3.7,117.0,5.0,1.5,8.0,Medium,7.7
21.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.4,151.0,4.6,1.7,7.4,Medium,4.8
22.0,Female,USA,Undergraduate,Facebook,Networking,4.0,127.0,5.4,2.2,7.1,High,6.7
22.0,Male,Other,Undergraduate,Facebook,Networking,6.4,190.0,3.8,2.3,6.0,Very High,5.5
21.0,Male,Canada,Undergraduate,Instagram,Entertainment,5.0,178.0,3.7,2.0,,High,6.2
,Female,Other,Graduate,Instagram,Entertainment,4.4,146.0,2.6,1.4,6.3,High,6.3
22.0,Female,Other,Undergraduate,TikTok,Entertainment,,149.0,3.6,1.2,7.3,Medium,6.9
22.0,Female,Other,Undergraduate,LinkedIn,,3.6,137.0,4.5,1.4,,High,6.9
21.0,Male,Australia,Undergraduate,Instagram,Entertainment,4.7,142.0,2.4,1.3,7.3,High,6.4
23.0,Female,Other,Graduate,Instagram,Entertainment,5.9,202.0,,1.7,6.5,High,6.0
18.0,Male,Latvia,High School,Snapchat,Entertainment,5.2,177.0,3.7,1.5,5.4,Very High,4.8
19.0,,,Undergraduate,LinkedIn,Education,6.0,,1.5,1.2,5.2,Very High,5.1
22.0,Female,Other,Undergraduate,LinkedIn,Education,6.8,224.0,2.9,0.6,5.9,Very High,4.2
21.0,Male,India,Undergraduate,WhatsApp,Education,5.6,188.0,2.6,1.3,,Very High,5.0
19.0,Female,India,Undergraduate,Snapchat,Entertainment,8.7,257.0,1.3,1.5,6.0,Very High,5.0
22.0,Male,Denmark,Undergraduate,Facebook,Networking,2.6,114.0,7.3,2.6,9.4,Low,8.0
19.0,Male,Other,Undergraduate,Snapchat,Entertainment,8.4,255.0,0.7,0.4,4.7,Very High,5.3
22.0,Male,Other,Undergraduate,TikTok,Entertainment,5.8,203.0,1.1,1.2,5.4,Very High,5.8
19.0,Female,India,Undergraduate,WhatsApp,Education,7.2,207.0,0.7,1.8,5.7,Very High,4.6
20.0,Female,UAE,Undergraduate,Instagram,Entertainment,7.2,223.0,0.7,1.6,6.0,High,5.0
20.0,,Australia,Undergraduate,Twitter,News,7.2,244.0,1.3,1.4,5.5,Very High,5.7
22.0,Female,India,Undergraduate,YouTube,Education,2.9,,4.4,2.5,9.1,Medium,7.1
20.0,Male,Other,,YouTube,Education,7.1,202.0,1.6,,6.2,Very High,5.0
19.0,Female,Qatar,Undergraduate,TikTok,Entertainment,4.7,177.0,4.7,1.8,,High,6.1
20.0,Male,USA,Undergraduate,Twitter,News,5.1,174.0,2.2,2.2,6.8,High,6.0
,Female,Qatar,Undergraduate,TikTok,Entertainment,5.0,150.0,0.8,0.9,5.4,High,6.2
20.0,Male,Other,Undergraduate,,,3.3,123.0,5.0,2.4,7.5,High,7.7
23.0,Female,India,Graduate,,Education,7.7,215.0,1.0,0.7,4.5,Very High,4.8
20.0,Female,Brazil,Undergraduate,Instagram,Entertainment,6.0,211.0,2.2,1.1,6.3,Very High,6.1
23.0,Male,Other,Graduate,LinkedIn,Education,7.9,250.0,1.0,0.4,4.9,Very High,6.0
19.0,Female,Other,,LinkedIn,Education,5.9,196.0,2.9,1.0,5.9,Very High,5.7
19.0,Female,Other,Undergraduate,LinkedIn,Education,4.3,157.0,5.1,1.6,6.5,Medium,6.6
24.0,Male,Sweden,Graduate,LinkedIn,Education,2.0,111.0,,2.8,7.9,,8.0
21.0,Male,Australia,Undergraduate,TikTok,Entertainment,7.5,,0.7,1.1,4.7,Very High,5.6
22.0,Female,Canada,Undergraduate,Instagram,Entertainment,6.6,216.0,1.8,1.0,5.5,Very High,4.0
,Male,USA,Undergraduate,LinkedIn,Education,5.8,204.0,3.4,0.5,6.9,Medium,6.4
21.0,Female,Kazakhstan,Undergraduate,Snapchat,Entertainment,4.5,,3.4,1.9,5.4,High,6.3
,Male,Latvia,High School,Snapchat,,5.4,177.0,3.6,1.3,5.7,Very High,
22.0,Male,USA,Undergraduate,Twitter,News,4.2,151.0,,2.1,7.4,Medium,8.4
23.0,Female,Poland,Graduate,Instagram,Entertainment,6.2,188.0,1.0,0.5,6.4,High,5.2
24.0,Male,Turkey,Graduate,TikTok,Entertainment,7.1,218.0,1.1,1.8,6.3,Very High,5.2
23.0,Female,Other,Graduate,Instagram,Entertainment,3.7,159.0,2.9,1.5,7.3,Medium,
19.0,Male,Other,Undergraduate,Instagram,Entertainment,3.2,121.0,3.4,1.6,8.8,Low,8.6
20.0,Female,France,Undergraduate,Instagram,Entertainment,4.3,168.0,3.3,2.3,7.6,High,7.1
23.0,Female,Canada,Graduate,TikTok,Entertainment,4.9,167.0,2.8,1.7,7.4,High,6.9
23.0,Male,USA,Graduate,YouTube,Education,4.9,176.0,3.1,1.7,7.2,High,6.6
21.0,Male,Mexico,Undergraduate,WhatsApp,News,6.8,224.0,1.3,0.8,5.4,Very High,5.9
22.0,Female,Other,,LinkedIn,Education,3.7,137.0,5.0,2.0,6.0,High,6.7
20.0,Female,Peru,Undergraduate,TikTok,Entertainment,5.3,192.0,3.6,1.7,5.4,High,5.2
21.0,Male,Canada,Undergraduate,Instagram,,3.9,152.0,3.9,2.5,8.7,Medium,5.9
18.0,Female,Other,High School,YouTube,Education,7.6,244.0,1.0,1.3,5.7,Very High,4.6
22.0,Female,Russia,Undergraduate,Instagram,Entertainment,6.8,195.0,0.9,,6.1,High,
20.0,Male,Other,Undergraduate,TikTok,Entertainment,4.0,133.0,4.5,1.5,,,7.2
24.0,Male,Germany,Graduate,LinkedIn,Education,7.1,221.0,0.9,1.8,5.7,Very High,4.5
19.0,Female,Ireland,Undergraduate,Instagram,Entertainment,4.6,156.0,4.6,2.3,6.9,Medium,7.1
22.0,Male,Canada,Undergraduate,TikTok,Entertainment,4.5,150.0,2.1,1.7,7.4,High,5.8
19.0,Male,Other,Undergraduate,TikTok,Entertainment,7.1,208.0,1.4,1.2,5.0,Very High,5.6
19.0,Female,Other,Undergraduate,Twitter,News,5.6,191.0,3.7,1.2,5.4,Very High,5.1
21.0,,Poland,Undergraduate,,Networking,3.8,145.0,5.0,2.1,8.2,Medium,6.9
19.0,Male,USA,Undergraduate,LinkedIn,Education,5.7,187.0,1.6,1.0,5.2,Very High,5.0
19.0,Female,Spain,Undergraduate,,Entertainment,4.4,169.0,4.4,1.5,7.4,Medium,5.6
21.0,Male,Denmark,Undergraduate,Facebook,Networking,2.5,116.0,6.7,2.4,9.2,Low,8.0
24.0,Female,Germany,Graduate,TikTok,Entertainment,3.2,135.0,4.8,2.6,7.8,Medium,7.6
20.0,Female,Other,Undergraduate,Snapchat,Entertainment,4.1,160.0,2.7,2.0,6.4,High,6.8
20.0,Female,South Korea,Undergraduate,KakaoTalk,News,5.2,164.0,2.6,1.5,6.6,Medium,5.9
19.0,Female,Bangladesh,Undergraduate,Instagram,,4.9,157.0,3.2,2.4,7.2,Medium,5.2
23.0,Male,Other,Graduate,Instagram,Entertainment,7.8,,1.7,0.4,5.7,Very High,4.6
21.0,Male,Other,Undergraduate,TikTok,Entertainment,5.1,187.0,2.1,2.0,6.5,High,7.1
20.0,,Ireland,Undergraduate,Instagram,,5.1,164.0,3.2,2.0,7.3,High,7.0
24.0,Female,Other,Graduate,Facebook,Networking,3.5,135.0,4.4,1.3,7.4,Medium,7.6
20.0,Female,Other,Undergraduate,Twitter,News,7.9,251.0,0.8,,5.3,Very High,6.3
21.0,Male,Other,Undergraduate,Facebook,Networking,,178.0,2.3,3.6,5.5,High,5.6
20.0,Female,Germany,Undergraduate,TikTok,Entertainment,6.7,206.0,1.8,1.2,5.1,,4.6
20.0,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,5.0,,1.8,1.7,7.2,High,5.9
18.0,Female,Other,High School,,News,5.7,189.0,1.2,1.9,5.7,High,4.3
20.0,Female,Turkey,Undergraduate,Instagram,Entertainment,6.8,216.0,3.4,0.7,6.1,Very High,5.3
19.0,Male,Other,Undergraduate,Facebook,Networking,4.9,170.0,4.0,2.5,6.3,High,6.3
21.0,Male,Other,Undergraduate,Facebook,Networking,5.7,193.0,1.6,0.9,6.0,Very High,6.6
21.0,Male,India,Undergraduate,Instagram,Entertainment,4.4,156.0,1.9,2.3,7.4,Medium,5.8
20.0,,Brazil,Undergraduate,Snapchat,,5.8,188.0,1.9,1.8,6.1,High,6.0
19.0,Male,Other,Undergraduate,Snapchat,Entertainment,2.4,,6.5,3.0,7.8,Low,8.9
22.0,Female,Canada,Undergraduate,YouTube,,4.4,156.0,3.9,1.4,7.2,Medium,6.4
20.0,Male,India,Undergraduate,Instagram,Entertainment,7.2,242.0,0.8,0.2,5.7,Very High,3.8
22.0,Female,Other,Undergraduate,Snapchat,Entertainment,6.4,210.0,0.9,2.9,5.3,,5.7
19.0,Female,USA,Undergraduate,LinkedIn,Education,3.1,115.0,4.8,2.5,9.3,Low,7.7
22.0,Male,Maldives,Undergraduate,,Entertainment,4.8,163.0,4.4,,4.9,High,6.3
18.0,,Other,High School,Snapchat,Entertainment,7.3,240.0,0.8,1.3,5.1,Very High,5.7
18.0,Male,Other,High School,LinkedIn,Education,7.5,232.0,1.2,0.2,4.9,Very High,5.6
18.0,Male,Other,High School,Facebook,Networking,5.9,196.0,3.6,,,High,6.0
21.0,Male,Vietnam,Undergraduate,Facebook,Networking,3.5,116.0,4.1,2.0,6.9,Medium,6.8
22.0,Female,Other,Undergraduate,Snapchat,Entertainment,6.1,210.0,0.8,2.5,4.9,Very High,5.6
18.0,Male,Other,High School,Twitter,News,2.4,91.0,6.5,2.9,8.7,Low,8.4
19.0,Female,France,Undergraduate,Instagram,Entertainment,3.7,154.0,5.4,2.2,,,6.6
22.0,Male,Poland,Undergraduate,,Networking,4.1,145.0,4.0,2.4,7.4,High,6.9
20.0,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.1,189.0,2.7,1.7,6.2,High,6.2
21.0,Female,South Korea,Undergraduate,Instagram,Entertainment,3.4,110.0,4.6,1.4,,Low,7.1
20.0,Female,Brazil,Undergraduate,Instagram,Entertainment,6.1,211.0,1.8,1.6,5.9,Very High,6.0
19.0,Male,Ukraine,Undergraduate,TikTok,Entertainment,4.6,162.0,4.4,1.4,6.0,High,6.2
23.0,Male,Australia,Graduate,Twitter,News,5.7,177.0,1.9,3.1,4.7,Very High,5.0
24.0,Female,Australia,Graduate,Facebook,Networking,8.5,237.0,,,6.1,Very High,5.3
19.0,Female,USA,Undergraduate,,Entertainment,6.8,235.0,0.6,1.2,5.9,Very High,5.1
18.0,Male,Other,High School,Twitter,News,2.4,86.0,,2.0,8.3,Medium,7.4
21.0,Female,China,Undergraduate,,,5.7,173.0,2.2,1.9,6.5,High,6.1
21.0,Female,Other,Undergraduate,Facebook,,6.4,180.0,2.0,1.1,5.2,Very High,4.6
22.0,Male,USA,Undergraduate,Facebook,Networking,7.5,224.0,1.2,0.7,5.9,Very High,4.1
22.0,Female,Other,Undergraduate,Instagram,Entertainment,7.1,201.0,1.0,1.0,6.0,Very High,4.1
23.0,Male,India,Graduate,TikTok,Entertainment,2.3,113.0,5.3,2.4,7.1,Medium,8.4
21.0,Female,India,Undergraduate,TikTok,Entertainment,3.9,149.0,3.3,2.5,5.9,High,6.6
24.0,Male,India,Graduate,LinkedIn,Education,7.8,248.0,0.9,0.6,5.2,Very High,5.1
22.0,Male,Turkey,,TikTok,Entertainment,3.8,133.0,3.0,2.3,8.1,Medium,
24.0,Male,Japan,Graduate,Twitter,News,4.2,141.0,2.5,2.1,7.6,Medium,8.0
24.0,,Russia,Graduate,Instagram,Entertainment,6.9,225.0,0.7,0.8,5.8,Very High,
19.0,,France,Undergraduate,Instagram,Entertainment,2.5,132.0,4.2,1.2,8.8,Low,6.9
18.0,Male,Other,High School,Twitter,News,7.3,218.0,0.9,,4.9,Very High,4.7
23.0,Female,Turkey,Graduate,Instagram,Entertainment,6.7,,1.9,2.1,6.2,Very High,
19.0,Female,Spain,Undergraduate,,,3.6,143.0,4.3,2.5,8.5,Medium,5.8
18.0,,Other,High School,TikTok,Entertainment,7.7,244.0,0.7,1.2,5.9,Very High,4.2
20.0,Female,USA,Undergraduate,TikTok,Entertainment,7.7,222.0,,0.8,4.4,Very High,4.9
22.0,Male,Denmark,Undergraduate,Facebook,Networking,3.0,121.0,5.9,2.1,8.7,Low,8.1
19.0,Female,Other,Undergraduate,Twitter,News,2.2,93.0,5.6,3.1,7.4,Low,9.1
20.0,Male,UK,Undergraduate,Facebook,Networking,6.6,194.0,3.5,1.6,6.0,High,5.1
